ACCIDENT_NO,SEVERITY,LGA_NAME,LATITUDE,LONGITUDE
T20220019448,severe,darebin,-37.737804,145.002326
T20220019194,severe,monash,-37.920772,145.17315
T20220019209,severe,moreland,-37.745657,144.965835
T20220019210,severe,maribyrnong,-37.801026,144.900932
T20220019217,severe,whitehorse,-37.852537,145.152004
T20220019223,severe,moreland,-37.754133,144.94576
T20220019225,severe,hume,-37.703497,144.888247
T20220019240,severe,cardinia,-38.055066,145.382363
T20220019242,severe,yarra,-37.799403,144.988567
T20220019244,severe,brimbank,-37.695814,144.781714
T20220019255,severe,brimbank,-37.703827,144.756643
T20220019261,severe,cardinia,-38.231711,145.573151
T20220019265,severe,hume,-37.600342,144.952599
T20220019271,severe,yarra,-37.82905,144.988037
T20220019272,severe,maribyrnong,-37.820265,144.882132
T20220019277,severe,knox,-37.92503,145.242471
T20220021573,severe,brimbank,-37.727154,144.782169
T20220021709,severe,monash,-37.876859,145.16636
T20220019285,severe,monash,-37.923035,145.177295
T20220019737,severe,casey,-38.027056,145.310797
T20220019342,severe,yarra,-37.795592,144.995157
T20220019745,severe,boroondara,-37.864683,145.093051
T20220020299,severe,hume,-37.59776,144.930281
T20220019254,severe,yarra,-37.779992,144.986683
T20220019581,severe,casey,-38.107111,145.234051
T20220019283,severe,stonnington,-37.84981,144.993667
T20220019289,severe,melbourne,-37.808556,144.977036
T20220019313,severe,kingston,-38.070473,145.121021
T20220019314,severe,moreland,-37.697882,144.959293
T20220019317,severe,darebin,-37.729594,144.993512
T20220019325,severe,whitehorse,-37.85459,145.15203
T20220019329,severe,hume,-37.577281,144.727584
T20220019345,severe,yarra,-37.792395,144.994419
T20220019347,severe,yarra,-37.815796,144.999039
T20220019351,fatal,knox,-37.888436,145.262904
T20220019436,severe,monash,-37.916421,145.14219
T20220019676,severe,maribyrnong,-37.780842,144.862785
T20220019709,severe,boroondara,-37.848328,145.082336
T20220020703,severe,boroondara,-37.863206,145.077886
T20220019382,severe,port phillip,-37.867135,144.974537
T20220019398,severe,monash,-37.88467,145.127362
T20220019401,severe,boroondara,-37.837708,145.084338
T20220019408,severe,brimbank,-37.761462,144.821437
T20220019409,severe,monash,-37.87463,145.17127
T20220019413,severe,hume,-37.624028,144.875242
T20220019418,severe,yarra,-37.82098,144.998756
T20220019422,severe,maribyrnong,-37.768997,144.886703
T20220019423,severe,melbourne,-37.79513,144.975363
T20220019357,severe,moreland,-37.739267,144.961
T20240017420,severe,monash,-37.910097,145.090217
T20220021112,severe,yarra,-37.817932,144.993399
T20220019495,severe,melbourne,-37.817971,144.962056
T20220019497,severe,casey,-38.059929,145.338449
T20220019500,severe,casey,-38.093752,145.293626
T20220019502,severe,brimbank,-37.70946,144.824264
T20220019511,severe,melbourne,-37.818139,144.967754
T20220019514,severe,cardinia,-38.061844,145.471839
T20220019518,severe,moreland,-37.71437,144.917489
T20220019429,severe,monash,-37.871619,145.167391
T20220019439,severe,port phillip,-37.8695,144.980772
T20220019589,severe,melbourne,-37.819668,144.952069
T20220019443,severe,moreland,-37.742462,144.966395
T20220019725,severe,monash,-37.892396,145.130519
T20220019457,severe,yarra,-37.811069,145.005701
T20220019459,severe,brimbank,-37.809034,144.848123
T20220019469,severe,brimbank,-37.806423,144.824616
T20220019475,severe,monash,-37.911033,145.163994
T20220019476,severe,hume,-37.600917,144.898134
T20220019483,severe,stonnington,-37.862552,145.019495
T20220020245,severe,melbourne,-37.81302,144.967377
T20220019488,severe,brimbank,-37.782245,144.825904
T20220019597,severe,whitehorse,-37.857722,145.190128
T20220019600,fatal,hume,-37.633629,144.750873
T20220019544,severe,whitehorse,-37.850684,145.119744
T20220019639,severe,moreland,-37.754579,144.964358
T20220019532,severe,melbourne,-37.822164,144.969599
T20220019727,severe,casey,-38.080612,145.348777
T20220019558,severe,monash,-37.922341,145.117014
T20220019560,severe,melbourne,-37.809922,144.970361
T20220019564,severe,melbourne,-37.82083,144.961388
T20220019569,severe,stonnington,-37.859821,145.008437
T20220019573,severe,monash,-37.884854,145.097374
T20220019575,severe,melbourne,-37.805505,144.948655
T20220026409,severe,boroondara,-37.820465,145.098313
T20220019576,severe,knox,-37.844527,145.24361
T20220022810,severe,maribyrnong,-37.794973,144.90431
T20220019582,severe,casey,-38.100981,145.309602
T20220019585,severe,kingston,-38.054274,145.116872
T20220020277,severe,moonee valley,-37.730138,144.890512
T20220019517,severe,moonee valley,-37.732372,144.865175
T20220024628,severe,hume,-37.696887,144.886952
T20220019656,severe,hume,-37.578072,144.732755
T20220019657,severe,kingston,-37.969978,145.073705
T20220019661,severe,cardinia,-37.908216,145.591008
T20220019662,severe,moonee valley,-37.768316,144.910785
T20220019674,severe,monash,-37.890504,145.144942
T20220019684,fatal,casey,-38.025883,145.324667
T20220019689,severe,boroondara,-37.822952,145.03821
T20220019692,severe,monash,-37.874674,145.129225
T20220019697,severe,darebin,-37.707446,145.009193
T20220019722,severe,yarra,-37.789731,144.979927
T20220020402,severe,stonnington,-37.862265,145.027501
T20220027032,severe,casey,-38.008687,145.27859
T20220019617,severe,stonnington,-37.833062,144.987593
T20220019619,severe,casey,-38.081641,145.271567
T20220020595,severe,casey,-38.05976,145.290926
T20220019627,severe,yarra,-37.819321,145.006504
T20220020685,severe,yarra,-37.809611,144.991371
T20220019630,severe,brimbank,-37.752599,144.777938
T20230002016,severe,kingston,-38.042215,145.138975
T20220020018,severe,knox,-37.887817,145.29318
T20220019632,severe,darebin,-37.75325,145.02081
T20220019634,severe,knox,-37.893401,145.313107
T20220019635,severe,knox,-37.849986,145.307017
T20220019650,severe,melbourne,-37.82596,144.946854
T20220021114,severe,darebin,-37.720437,145.003998
T20220019655,severe,stonnington,-37.845257,144.994459
T20220021708,severe,monash,-37.882598,145.109668
T20220019879,severe,melbourne,-37.779968,144.962836
T20220019758,severe,brimbank,-37.729109,144.811051
T20220020203,severe,monash,-37.893095,145.088218
T20220019825,severe,monash,-37.855514,145.113988
T20220019757,severe,brimbank,-37.777058,144.773853
T20220019821,severe,casey,-38.025857,145.248629
T20220021782,severe,darebin,-37.768896,144.995297
T20220019700,severe,port phillip,-37.833874,144.919231
T20220022327,severe,brimbank,-37.771168,144.781214
T20220020232,severe,stonnington,-37.892855,145.088248
T20220021169,severe,port phillip,-37.830391,144.959366
T20220019701,severe,melbourne,-37.818552,144.978781
T20220019754,severe,hume,-37.639441,144.919481
T20220019777,severe,knox,-37.89912,145.232342
T20220019764,severe,stonnington,-37.850162,145.018887
T20220019752,severe,casey,-38.069136,145.298423
T20220019912,severe,maribyrnong,-37.814375,144.897177
T20220023974,severe,kingston,-37.956545,145.103889
T20220019845,severe,casey,-38.132679,145.295483
T20220020761,severe,stonnington,-37.880913,145.049778
T20220019847,severe,brimbank,-37.767113,144.814922
T20220019848,severe,port phillip,-37.827771,144.949023
T20220020352,severe,knox,-37.842827,145.272148
T20220026846,severe,darebin,-37.73522,145.028699
T20220020470,severe,melbourne,-37.812823,144.942955
T20220019859,severe,yarra,-37.79372,144.985173
T20220019861,severe,casey,-38.03295,145.343342
T20220019869,severe,brimbank,-37.749928,144.831717
T20220019871,severe,hume,-37.634566,144.950027
T20220019874,fatal,hume,-37.597495,144.893482
T20220019875,severe,hume,-37.628536,144.826569
T20220019882,severe,moreland,-37.742397,144.965098
T20220021306,severe,moonee valley,-37.744422,144.909988
T20220023536,severe,port phillip,-37.83017,144.949593
T20220020019,severe,port phillip,-37.860497,144.984471
T20220020022,severe,casey,-38.160744,145.318904
T20220020326,severe,casey,-38.029511,145.276617
T20220020133,severe,darebin,-37.776639,144.990529
T20220019795,severe,knox,-37.843547,145.270274
T20220019796,severe,melbourne,-37.796389,144.975147
T20220019822,severe,yarra,-37.81448,145.009223
T20220019823,severe,monash,-37.936217,145.193744
T20220019824,severe,melbourne,-37.80925,144.960867
T20220019826,severe,melbourne,-37.777802,144.95821
T20220019827,severe,kingston,-38.038557,145.10903
T20220019828,severe,brimbank,-37.791285,144.800143
T20220019829,severe,brimbank,-37.752221,144.774321
T20220019830,severe,hume,-37.683646,144.918329
T20220019832,severe,moreland,-37.706593,144.961024
T20220019925,severe,stonnington,-37.852377,144.99721
T20220019927,severe,yarra,-37.807017,144.985122
T20220019934,severe,melbourne,-37.813469,144.968406
T20220019935,severe,stonnington,-37.843264,145.027013
T20220019948,severe,hume,-37.629491,144.916851
T20220019949,severe,hume,-37.534733,144.897498
T20220019958,severe,melbourne,-37.802886,144.948148
T20220019959,severe,melbourne,-37.803689,144.96642
T20220019907,severe,boroondara,-37.830245,145.047025
T20220020279,severe,melbourne,-37.832242,144.984084
T20220020131,severe,casey,-38.082109,145.276484
T20220019913,severe,monash,-37.882654,145.110126
T20220019914,severe,maribyrnong,-37.775734,144.885565
T20220019919,severe,melbourne,-37.823417,144.94822
T20220020681,severe,stonnington,-37.840591,145.004698
T20220019910,severe,darebin,-37.784236,145.011689
T20220019916,severe,knox,-37.846106,145.216378
T20220019881,severe,melbourne,-37.820181,144.95655
T20220019908,severe,darebin,-37.722404,145.022026
T20220019883,severe,casey,-38.082078,145.276225
T20220019884,severe,melbourne,-37.808434,144.955693
T20220020001,severe,moreland,-37.706614,144.950836
T20220020265,severe,monash,-37.911824,145.164963
T20220020007,severe,melbourne,-37.832206,144.915097
T20220020010,severe,port phillip,-37.828959,144.948439
T20220020014,severe,casey,-37.973793,145.263736
T20220020042,severe,brimbank,-37.700396,144.769509
T20220021357,severe,boroondara,-37.812736,145.020259
T20220024246,severe,monash,-37.919804,145.172742
T20220019960,severe,melbourne,-37.812545,144.965182
T20220019966,severe,knox,-37.888459,145.29587
T20220019969,severe,yarra,-37.826075,145.001447
T20220019972,severe,melbourne,-37.814589,144.965819
T20220019973,severe,stonnington,-37.869033,145.049501
T20220019974,severe,kingston,-38.070743,145.145688
T20230019651,severe,brimbank,-37.742187,144.846673
T20220020074,severe,maribyrnong,-37.789524,144.885372
T20220020768,severe,boroondara,-37.793436,145.064
T20220021915,severe,moreland,-37.735476,144.972455
T20220020136,severe,brimbank,-37.747562,144.827748
T20220020366,severe,hume,-37.664293,144.926537
T20230014541,severe,hume,-37.588163,144.715394
T20220020337,severe,yarra,-37.785869,144.999207
T20220020114,severe,darebin,-37.717317,145.042585
T20220020070,severe,casey,-38.062236,145.366859
T20220020068,severe,cardinia,-38.071421,145.47777
T20220020091,severe,melbourne,-37.816717,144.96997
T20220020032,severe,melbourne,-37.792264,144.96843
T20220020061,severe,brimbank,-37.770416,144.774901
T20220020351,severe,casey,-38.026044,145.250341
T20220020054,severe,moonee valley,-37.765857,144.910074
T20220020082,severe,casey,-37.996825,145.270167
T20220020140,severe,melbourne,-37.818357,144.956629
T20220021440,severe,yarra,-37.801375,144.992729
T20220020137,severe,kingston,-37.990535,145.081888
T20220020249,severe,boroondara,-37.836994,145.075634
T20220020779,severe,melbourne,-37.809027,144.929403
T20220020143,severe,knox,-37.865066,145.223642
T20220023444,severe,melbourne,-37.787981,144.927829
T20220023421,severe,melbourne,-37.808984,144.981132
T20220020274,severe,manningham,-37.75345,145.23411
T20220020648,severe,moonee valley,-37.755224,144.919675
T20220020251,severe,moonee valley,-37.729856,144.869362
T20220020086,fatal,casey,-38.058817,145.262817
T20220020123,severe,casey,-37.99358,145.259997
T20220023117,severe,kingston,-38.035239,145.118869
T20220020659,severe,melbourne,-37.824109,144.968515
T20220020112,severe,stonnington,-37.8601,145.010543
T20220020202,severe,brimbank,-37.727744,144.790162
T20220020103,fatal,monash,-37.892853,145.10702
T20220020097,severe,monash,-37.91039,145.188418
T20230003205,severe,whitehorse,-37.837882,145.110749
T20220023472,severe,melbourne,-37.833082,144.913271
T20220020215,severe,moreland,-37.773661,144.949177
T20220020401,severe,casey,-37.99222,145.26258
T20220020089,severe,whitehorse,-37.811038,145.157702
T20220020101,severe,kingston,-37.937602,145.070775
T20220020138,severe,hume,-37.683751,144.913991
T20220020098,severe,kingston,-37.969512,145.089165
T20220020177,severe,yarra,-37.82806,145.009322
T20220020178,severe,melbourne,-37.821041,144.989446
T20220020186,severe,knox,-37.872965,145.247952
T20220020192,severe,hume,-37.598944,144.941262
T20220020193,severe,boroondara,-37.82179,145.026337
T20220020204,severe,casey,-38.031749,145.274298
T20220020212,severe,maribyrnong,-37.799703,144.863482
T20220020214,severe,brimbank,-37.793215,144.790159
T20220020219,severe,moreland,-37.742279,144.943012
T20220020221,severe,brimbank,-37.725944,144.862737
T20220020228,severe,maribyrnong,-37.791785,144.854747
T20220020248,severe,stonnington,-37.839286,144.993925
T20220020261,severe,melbourne,-37.816095,144.982614
T20230021466,severe,moreland,-37.760425,144.944552
T20220020372,severe,boroondara,-37.825503,145.093529
T20220020300,severe,monash,-37.91279,145.180842
T20220020570,severe,monash,-37.909638,145.08634
T20220024125,severe,kingston,-37.967245,145.070735
T20220020257,severe,stonnington,-37.872771,145.038445
T20220020296,severe,melbourne,-37.828109,144.955392
T20220020306,severe,whitehorse,-37.839889,145.097501
T20220020926,severe,hume,-37.60129,144.946272
T20220020320,severe,hume,-37.683915,144.913748
T20220020311,severe,hume,-37.663374,144.922438
T20220020286,severe,brimbank,-37.782994,144.773064
T20220029771,severe,whitehorse,-37.816168,145.108947
T20220020252,severe,moonee valley,-37.713434,144.889989
T20220020904,severe,moonee valley,-37.745416,144.894486
T20220027556,severe,knox,-37.859583,145.207443
T20220020290,severe,hume,-37.685693,144.923265
T20220023642,severe,monash,-37.882514,145.108996
T20220020667,severe,brimbank,-37.728212,144.800618
T20220021332,severe,moreland,-37.735419,144.970648
T20220020399,severe,hume,-37.635863,144.889004
T20220020564,severe,port phillip,-37.840217,144.963699
T20220020356,severe,brimbank,-37.702052,144.802144
T20220020414,severe,yarra,-37.780561,145.032238
T20220024984,severe,cardinia,-38.069918,145.475377
T20220021532,severe,melbourne,-37.812832,144.94297
T20220021833,severe,melbourne,-37.823464,144.979299
T20220021082,severe,moreland,-37.740368,144.968536
T20220020510,severe,knox,-37.886034,145.266835
T20220024015,severe,brimbank,-37.770809,144.778119
T20220020368,severe,brimbank,-37.818674,144.842286
T20220020343,severe,melbourne,-37.829685,144.919409
T20220020420,severe,whitehorse,-37.838511,145.119998
T20220020624,severe,monash,-37.906257,145.08569
T20220020433,severe,kingston,-37.942587,145.134653
T20220020804,severe,casey,-38.026871,145.372872
T20220020370,severe,moonee valley,-37.736597,144.905174
T20220020346,severe,brimbank,-37.733467,144.766251
T20220023582,severe,monash,-37.906584,145.123196
T20220020333,severe,casey,-38.145283,145.292794
T20220020376,severe,darebin,-37.71286,145.008243
T20220020827,severe,hume,-37.652521,144.95829
T20220020430,severe,monash,-37.919884,145.135759
T20220020436,severe,casey,-37.997222,145.275273
T20220020404,severe,monash,-37.900738,145.085025
T20220020448,severe,knox,-37.870858,145.241445
T20220020449,severe,brimbank,-37.73916,144.810995
T20220020403,severe,moreland,-37.775866,144.960645
T20220020465,severe,melbourne,-37.825391,144.964643
T20220020467,severe,kingston,-38.018058,145.107319
T20220020468,severe,cardinia,-38.098482,145.716882
T20220020469,severe,monash,-37.880001,145.165646
T20220020482,severe,brimbank,-37.749363,144.803796
T20220022380,severe,port phillip,-37.850437,144.969494
T20220020890,severe,casey,-38.08695,145.335293
T20220020492,fatal,port phillip,-37.829544,144.963777
T20220020407,severe,moonee valley,-37.746249,144.911662
T20220020985,severe,brimbank,-37.770947,144.789194
T20220021642,severe,melbourne,-37.810749,144.951483
